,text,target
308,"Moreover , the councilman said all three women were abducted by Castro when he offered them rides in a vehicle . Commins said much of their ordeal was recounted by the three women as soon as they were freed .",0
309,"In the video posted above by NJSpotlightTV , one Senegalese immigrant and hair braider in Trenton , Khady Tima Cisse , opens up about how braiding helps her earns a living so she can help take care of her family . She also says she simply loves doing it . "" It 's a part of my culture , "" she says .",0
310,"Talking to The Daily Star over the phone a few days ago , some migrants said they were passing days in panic , with some staying in jungles overnight , to avoid arrest as the Malaysian immigration department launched a crackdown on illegal migrants on August 31 .",0
311,WFP ? s Country Director and Representative for Kenya Annalisa Conte said the funds from China and other countries will allow the UN food agency to resume full food rations to refugees from April to July .,0
312,"Today is the day that 20 years ago was my wedding . In other words , it 's my 20th wedding anniversary . Or , in Facebook Speak , "" 20 years ago I married my best friend . "" Blah , blah , blah . Forgive me for not being overly flowery about 20 years of marriage . I do this strange thing of living in the real world with a pretty good memory of how stuff went down . I 'm also hopelessly unsentimental and desperately romantic , a conflict of ideas that could possibly cause me to self combust at any moment . I have issues .",0
313,"The latest in the moves negatively targeting doctors has been a series of "" expos ? s "" suggesting that care in public hospitals is hopelessly broken down and that doctors are the main culprits in this .",0
314,""" We know that many more students are still struggling to afford tertiary education because they come from poor families . We appointed a judicial commission to look into the feasibility of free higher education for the country . I look forward to receiving the commission 's report and recommendations . """,0
315,Two productions reflecting on the migrant experience in and beyond Wales,0
316,""" But a situation where their works have been pirated , they are doomed and have a hopeless future , ' ' Odule said .",0
317,"Missing , at least this season , will be the disabled boy character Bran Stark and his mute guardian Hodor .",0
318,"Hye Sun , fleeing the zombies with a group of homeless people , runs into a police station .",0
319,The arrest was made yesterday as the authorities along the Romania and Ukraine looked to stop illegal immigrants crossing the border .,0
320,""" This is expected to further promote equity as well as rationalize access to quality higher and technical education for students in need , "" Licuanan added .",0
